"corpus"	"match_position"	"left context"	"match"	"right_context"	"text_recipient"	"text_sender"	"text_year"
"Semperi ja Barbaruse kirjavahetus"	"213546"	"Armas Asm ! Tõesti kena , kui kirjad nii ruttu pärale jõvvavad : annab hoogu vastamiseks ; kahju , et Sa alati Hallisten ei ela ! Tuklaga on raske yhendust pidada : vahel on ta Tartun , vahel Võrun ja näha , – on ta liigsest kirjavahetusest Tarapita"	"huviden"	"väsinud – tahab novelli kirjuta jne. Ka paistab mul , et Tuglas meie keskel väga kodun ei ole ja G. + V–ga teravasse vastollu sattu ei taha . On ju ka tõesti kahju , et kirjanikke vahel intriigipilved seisavad , aga uuristajad ( Ge + V . ) oleks pidand teadma , et iga aktsioon vastuaktsiooni provotseerib : nende artikleile pidi ometi keegi vastama ja nende poseeriv rahvapärasus ei olnud ka ometi muud midagi , kui variseersus ."	"Semper"	"Barbarus"	"1922"
"Semperi ja Barbaruse kirjavahetus"	"214063"	"Miks mehed nii vihased on , – ei saa aru ? Tarapita ei vihastanud nende kirjutuste yle põrmugi , ja kui nad nyyd valega opereerima hakkavad , ei tee see vist kellegille päävalu . Mis nad mulle syyks annavad , siis pean aina imestama , missugusel teel nad ambulantsi likvideeringu asjad päevakorrale kerkinud ja päälegi missugusel moonutet kujul . Mullu oli Ing Visna äraolekul ligi 2½ kuud Pärnun ja sel ajal tuli mul riigile ( ambulantsile ) umbes 7000 Mrk. välja maksta , – see oli liigne usalduse trahv : võtsin endiselt 3. polgu arstilt h–ra Gensilt selle ambulantsi varanduse ilma täpipäälsema lugemiseta vastu , mis ta ise mõni päev varem endiselt vanemalt arstilt puuduliku aktiga vastu võtnud . Hiljem , kui varanduse põhjalikult yle lugesin , tuli ilmsiks , et nii Dr. Gens , kui ka mina , olime kollegat endid tyssata lasknud , – Gens oli Dr. Pihholt vähem vastu võtnud ja nii ei saanud ka mina rohkem vastu võtta , kui temal saadud oli . Päälegi oli sõja kesten mõni asi katki läinud ja aktin figureerisid need surnud hinged elavatena . Ambulantsist lahkumisel andsin muidugi seletuskirjad sisse , aga öeldi , et miks ma kohe seda ei teinud , kui ambulantsi vastu võtsin ja nii siis pidime Dr. Gensiga kumbki umbes 7000 Mrk. omast taskust välja maksma , mida tuleb liigse usalduse trahviks lugeda , vaid mitte spekuleerimiseks . Ei ole mina , ega Dr. Gens puuduvaist asjust vist vähematki omanud , ja nähtavasti ka Dr. Pihho mitte , vaid oldi lohakult raamatuid peet ja surnud hinged päevakäskega maha kustutamata . Mina kui 3. polgu viimane vanem arst ( polk likvideeriti endisel kujul ) pidin surnud hingede väärtuse välja maksma , – olgugi Dr. Gensiga pooleks . Nagu tead , olin sõjaväeteenistusest viimaseni tydind , seega siis toimisin hooletult ja võtsin kollegade sõna liig aumehelikult . Sarnane on siis minu kuritegu ja mul ei jää muud kui Ge–le ja V–le sarnast kasulikku “ spekuleeringut "" soovi . Ing on siis sellest asjast kohvitädilikult suure numbri teinud . Õnn neile kaasa urgitsemisten ! Olin mina vist kategoorilisim Ge &amp;amp;amp ; Visna Tarapitasse astumise vastane ja oli mul arusaamatu , miks ihtiosaurus liikmeks võeti , – aga arvasin , – eks tartlased pea teadma , keda võtta . Ka kõnelin “ T . "" Pärnun olekul , et tarvis meil sisemine vabamyyrlaste distsipliin luvva , – aga mis siis naljana kõlas , seda peame nyyd tõeasjana võtma . Kirjutin Sulle ja Tuklale , et Kivikase bulvaarilehega abiellumine on “ Tarapitale "" plekiks ja nyyd leian “ Odamehe "" kaastööliste hulgan kõiki kaasvõitlejaid . Arvan , et honoraari"	"huviden"	"Päevaleht kyllalt pakku võiks , kuna “ Odamehe "" vaimline tyhjus ainult nimedest kyllalt vett oma veskile saab : sellega toetame bulvaarilehe ärilist vaimu ja halba , labast maitset . Kivikas on juba sinna uppunud ja kahju , et ka teised sinna kipuvad . Muidugi ehk sunnivad rahalised olud ennast alandama , aga on siis “ Odamees "" honoraari suhten kunagi korralik olnud ?"	"Semper"	"Barbarus"	"1922"
"Semperi ja Barbaruse kirjavahetus"	"214276"	"Kongressi kutse oled muidugi saanud ( 8. oktoobril ) ? Meie esinemine peaks siis tingimata 7–al olema . Millal paaž saabub , – ei tea ; kirjutas , et kahe nädala pärast ( see oli 10/IX/10 märgit kiri ) , seega siis peaks ta 24/IX/24 Tallinna jõudnud olema , – aga arvan , et enne 1/X/1 ta vist kyll koju ei jõvva : sain 17/IX/17 märgit kaardi , kun ärasõidust veel midagi ei olnud . Arvan siiski , et “ T . "" õhtu veidi puhast toob ja vist oleksime meie ainukesed , kes kongressi ajal ka loominguga esinevad . Kui ruume aga leidub , sest laupäeval on Draaman etendus ? Baueri käest aga kooliruume norida , seda ei maksaks teha . Kui loengust midagi välja tuleb , siis sõidan , visaten koduse töö ; kui aga see ei realiseeru , siis loobun sõidust ja volitaksin Sind yhiseid"	"huvisid"	"kaitsma , ametliku hääleõigusega varusten . Kas oled nõus ? Kuhu võiksin siis paberi ( volituse ) saata , kui Hallistest ära sõidad ? Ehk saame veel traadiga mõnda kysimust ja kavatsust selgitada – olen umbes k. 2 ajal ikka kodun ."	"Semper"	"Barbarus"	"1922"
"Semperi ja Barbaruse kirjavahetus"	"218278"	"Armas Asm ! Sinu kiri käen . Katsusin kohe Sinu soovide teostamisele asuda : ostsin siinsest pangast 40 dollarit à 349 Em. ( on siin veidi kallim , kui börsil ) = 13.960 Emrk , mille homme saman kirjan tulema saadan . Post võtab ( lyhikest aega ) väärtkirju ja hinnalise pakke vastu , nii et tulevikungi teisen valuutan parem saata on , kui Saksa oman . Varemini saadetud 150.000 Smrk. maksis siin 11.700 ( à 7.80 pn . ) , aga Berliini jõuden oli ta arvatavasti 1/3/1 omast väärtusest kaotanud : siin maksis Smrk. sel ajal umbes 4.60 pn . , kui Sa kirja čekiga kätte saada võisid . Yldse olen Sulle tänini kirjastamiseks 13.960 + 11.700 Emk. = 25.660 Emrk. saatnud . Kui lisa veel tarvis , siis telegrafeeri , kui palju dollareid , – ytleme ainult arv : viis , kymme jne. On aga aega kirjutamiseks , siis võin puuduva summa sarnasen rahan saata , mis Sulle sääl soovitavam : siinsen pangan on pea igat seltsi valuutat , olgugi börsikursist veidi kallimalt . Arvasid , et 20.000 Emargaga raamatud välja anda saame , – aga Sul on ju veel teisi kulusid – väljaveomaks jne. Hää , kui saadetud rahagagi läbi saad . Võta aga kõik arved kokku , et oleks nii , nagu kirjutad : minu valuuta , Sinu töö + vaev ja “ T "" firma . Sissetulekute suhten olen Sinuga täitsa peri : esimesed meie raamatuist saad summad peavad kulude katteks mulle saama ; on kulud tasa – minu välja ant raha käen , siis saad oma honoraari esimesen järjekorran ( arvaten muidugi , kui palju eksemplaare myyd on ) ja kui siis minu kogu Sinu omaga umbes tasakaalun ( muidugi ei looda seda ) myydub , oleks hää , kui kevade poole väikese raha reisikrediidile lisaks saaksin . Muidu töötan kui ori hommikust õhtuni , ja ei saa siit välja , kuna suured logelejad V. + Ge vabalt rändavad . Praegu on kyll haigusi ( seega haigeid ) vähem , kui suvel , aga nii palju loodan ikka järele jätta , et end tuulutada saaks : on selleks fyysiline tarvidus . Olen liig helde käega , – olen annud yhele ja teisele võlgu , aga võlatasujaid ei ole senni yhtegi näinud ja nii siis ei saa väljamaale . Ka tulevad mulle pea elektriapparaadid ( arstimiseks muidugi ) ja arved nende eest . Kui need tasutud , siis näen , kui kaugele kevadel ulatun , – kas ainult Berliinini , või teen"	"huvireisi"	"Itaalia , kuhu Paaž minna tahab ; ehk Rooma paavst annab Tarapitale õnnistuse ja humaanse tegevuse eest mõni tuhat liiri . Mina annetaks vastutasuks poeemi vajadusest näkku syllata , või teeks mõne isikukohasema ."	"Semper"	"Barbarus"	"1922"
"Semperi ja Barbaruse kirjavahetus"	"219344"	"Armas Asm ! Saadet rahakiri 40 dollariga on arvatavasti pärale jõudnud . Loodan , et Saksamaal asjaajamine siiski inimlikum on , kui siin . “ Noor-Eestile "" ja Ploompuule saatsin umbkaudse ettepaneku ; esimene ei ole yldse vaevaks võtnud vastata , kuna teiselt alles täna kirja sain , mille sisu järgmine : myygile anden pidavat ta belletristikalt 30 % kauplustelle andma ( ? ! ) , seega jäävat temale ainult 10 % , mille eest ta reklaami ei võivat teha , ehk kui , siis ainult oma väljaanneten , kalendriten , nimekirjen . Ajalehteden kuulutamine ja arvustuseksemplaaride saatmine pidavat meie"	"huvi"	"olema ja meie kulu syndima ."	"Semper"	"Barbarus"	"1922"
"Semperi ja Barbaruse kirjavahetus"	"222731"	"Armas Asm ! Viimasest kirjast tänini on olnud pikk ooteaeg , kun iga päev tõi aina pettumusi ja lõpuks kujunes asi ysna mystiliseks . Sinu lakooniline kaart Schwarzwaldist ei toonud ka vähematki selgust , vaid suurendas kahtlusi ja nii vaikisin , et oodata , millega see jant lõpeb , et Sulle siis asjaolust kirjutada . Paaž imestas Tallinnan , et ei saabu midagi , mina Pärnun . Kui siis viimaks keegi saladuslik preili telefoni teel Paažile ütelda käsknud , et pakid olla tulnud , siis ei teadnud ta vaeseke , kes see preili oli , et lähemaid teateid saada ja mysteerium oli valmis . Sadaman ei tea herrad ilma tarviliste paberiteta midagi , nii et tuli ŠerlokHolmesiliselt nuhki ja uuri , kun elutseb mainit preili . Kui Paaž ysna jälgil oli , siis selgus , et preili on „ Odamehe “ kontorist ja ära sõitnud pyhi pidama . Teate sai paaž vist alles 4/I/4 ja preili pidi tagasi sõitma vist 7–8/I/7-8 . Viimasen kirjan arvas Perlmutter et 8/I–el/8 pakid kätte saab ( olla oma lihasilmaga pakke tolliaidan 5/I/5 näinud ) ja siis Tartu edasi läkitab . Pakid olla Tallinna saabunud 28/XII/28 a.l. “ Preussenil "" . Sarnane on siis meie kogude"	"saatus"	"– jäid hiljaks suuremaks hooajaks ja peavad ootama , kuni saabuvad munade pyhad . “ Noor-Eesti "" ei teadnud muidugi enne raamatute saabumist kuulutada ja nii siis ilmus reklaamiks Tarapitan kuulutus ja Päevalehe joone all jõulutoodete ylevaade . Olin isiklikult veel pahemal arvamisel , et kogud ( Sinu ärasõidu järele Schwarzwaldi ) Stettiini ehk seisma jäid , ehk koguni kaduma läksid . Ei teatanud Sa kaardil ka , kas said pakid ära saata , ehk ei . Loodetavasti saan Paažilt homme kirja ja siis selgub kõik . “ Noor-Eestile "" kirjutin , et ta kohe arvustuseksemplaarid laiali saadaks ja hoolitseks , et raamatud kiiren tempon myygile pääseks . Jäin raamatute pärast pyhadeks Pärnu , ega ootamise pääle vaatamata ei ilmunud nad ; arvasin kyll , et midagi iseäralist juhtunud on . Asi on aga lihtne – talvel on yhendus keeruline ja nagu näha , ei ole „ Odamees “ vaevaks võtnud Adsoni informeeri , vaid seda preilit teha käskinud , kes oma korda ära sõitis , pabereid edasi andmata ."	"Semper"	"Barbarus"	"1923"
"Semperi ja Barbaruse kirjavahetus"	"223414"	"Visnaga olin paari päeva eest koon . Ytles , ta olla „ Vaba maale “ nädala eest meie kogude arvustuse saatnud . Tema suhteid tarapiitlaste ja kaasvärslaste kohta arvesse võtten , arvan , et ega ta meile armu ei anna . Kui Sulle vaeva ei tee , saada mulle , paluks , see arvustus , kui see ilmub , samuti ka mõned teised arvustused , kui nad meie raamatute kohta kuskil veel ilmuvad . Mul käib siin ainult „ Pvlht “ , ja"	"huvitav"	"oleks teada , kuidas nad reageerivad ."	"Barbarus"	"Semper"	"1923"
"Semperi ja Barbaruse kirjavahetus"	"223509"	"Nyyd on tõlkimiskoorem seljast ära . Tahan nyyd kõigepäält kirjutada yhe väikse uurimuse võrdleva mytoloogia alalt , õigem võrdleva symboolika alalt Eesti myyte ja pärimusi aluseks võtten , mis aine kohta asja"	"huvituse"	"pärast hoolsasti juba pea aasta aega olen materjaali kokku vedand ."	"Barbarus"	"Semper"	"1923"
"Semperi ja Barbaruse kirjavahetus"	"226871"	"Kõike seda arvesse võtten , olen kindlasti otsuseks teinud konnalombi kaldalt enne krooksumishooaega välja pugeda nii 1½–2 kuuks . Katsun kõik omad võlad sisse kasseeri , lisaks väikse laenu teha ja siis ehk läbi Berliini Prantsusmaale . Olen ikka rohkem"	"huvi"	"Pariisi vastu tunnud , olgugi , et sääl praegu reaktsioon tugevamaks paisub ."	"Semper"	"Barbarus"	"1923"
"Semperi ja Barbaruse kirjavahetus"	"227087"	"Nii siis , ole tänat selle palja lagipääpesu eest ja ära imesta , – ta nihkub varsi , võib olla aprillin juba Berliini ja säält edasi . Kavvaks ei tahaks kyll sinna jääda , – kardan pettumust . Olin läinud aastal ka juba reisuvalmis ( Pariisi ) , aga laitsid maha ja pärast kahjatsin . Ei olegi nii oma ametisse panetund , – aga kuhu sa hing praegusel ajal sõidad , kui kõikjal vaimline kriis ja seisak : reaktsioon laiutab end. Tahaks ykskõik kun uut revolutsiooni , uut vaimustust , maakera menstruatsiooni näha , – siis elustuks ise uvvesti , ammutaks uut energiat . Praegune õhustik on masendav , lämmatav siin meil , samuti ka mujal . Ei ole iseäralist"	"huvi"	"isegi E.K.L. almanaki “ Looming""u vastu , kun parlamentlik vaim saab valitsema . Eks näeme , mis Felix temast välja teeb ja kas siin viimaks jälle tyytavad nägelemised ei hakka ? Ed . H. ( Mait ) on ju Tukla verivaenlane ja “ Tarapita "" ryhm on paljudelle pinnuks ( kui mitte palgiks ! ) silman . Ära aga arva , et apaatian olen . Ei ! Veel on pyssirohtu ( еще есть порох в пороховницах ! ) ja Sinu kategooriline imperatiiv leiab teostust ."	"Semper"	"Barbarus"	"1923"
"Semperi ja Barbaruse kirjavahetus"	"231292"	"Armas Asm ! Lootsin Sinu kirjast lohutust , pikseraksatust sumpunusse õhku , – noh vähemalt väikest sädet videvikku . Kuid selgub : ka Sina osutud pessimistiks , ka Sina ei näe avarusi tulevikus , ka Sina alistud ajale . Tuhat ja tuline ! Elame siis tõesti vaimlises vaestemajas ja ei ole avatlevaid teid ? On’s asi tõesti nii hull , nagu Tuglas seda kujutada armastab ? Oo , Felix on mõnes suhtes täitsa Tiibuse Jaak . Usun veel kõikide meie kirjanikkude potentsisse ja arvan , et loomingus võib väike seisak olla , muud midagi . Produktsioonil puudub ehk kindel vahekord käesolevaga , selge siht , vaimustav , kaasakiskuv eesmärk , – aga selle tekkimisel võib ta jälle tulvil voolata . “ Loomingu "" ideoloogia on vahest ainult honoraari"	"huvile"	"rajat , – õigemini sääl ei ole üldse ideoloogiat ; sääl kapituleeritakse reamaksu huvides valitseva klassi vaimu kohitsemise püüetelle ja kultiveeritakse kirjandusl. orjameelsust . Ma kardan ses suhtes , et Luigal sinepi ivakese võrra õigust on kinnitada : kirjanikkonnal pole vaimlist selgroogu , pole ideid . Idée fixe on muidugi sama põrunud mehe väide , et meie reaktsiooni süvendanud oleme ."	"Semper"	"Barbarus"	"1923"
"Semperi ja Barbaruse kirjavahetus"	"231306"	"Armas Asm ! Lootsin Sinu kirjast lohutust , pikseraksatust sumpunusse õhku , – noh vähemalt väikest sädet videvikku . Kuid selgub : ka Sina osutud pessimistiks , ka Sina ei näe avarusi tulevikus , ka Sina alistud ajale . Tuhat ja tuline ! Elame siis tõesti vaimlises vaestemajas ja ei ole avatlevaid teid ? On’s asi tõesti nii hull , nagu Tuglas seda kujutada armastab ? Oo , Felix on mõnes suhtes täitsa Tiibuse Jaak . Usun veel kõikide meie kirjanikkude potentsisse ja arvan , et loomingus võib väike seisak olla , muud midagi . Produktsioonil puudub ehk kindel vahekord käesolevaga , selge siht , vaimustav , kaasakiskuv eesmärk , – aga selle tekkimisel võib ta jälle tulvil voolata . “ Loomingu "" ideoloogia on vahest ainult honoraari huvile rajat , – õigemini sääl ei ole üldse ideoloogiat ; sääl kapituleeritakse reamaksu"	"huvides"	"valitseva klassi vaimu kohitsemise püüetelle ja kultiveeritakse kirjandusl. orjameelsust . Ma kardan ses suhtes , et Luigal sinepi ivakese võrra õigust on kinnitada : kirjanikkonnal pole vaimlist selgroogu , pole ideid . Idée fixe on muidugi sama põrunud mehe väide , et meie reaktsiooni süvendanud oleme ."	"Semper"	"Barbarus"	"1923"
"Semperi ja Barbaruse kirjavahetus"	"232007"	"Armas Asm ! Sinu kirjast lootsin lohutust , pikseraksatust sumpunusse õhku , – noh vähemalt väikest sädet videvikku , – aga selgub : ka Sina osutud pessimistiks , ka Sina ei näe avarusi tulevikus , ka Sina alistud ajale . Tuhat ja tuline ! Elame meie siis tõesti vaimlises vaestemajas ja ei ole avatlevaid teid ? Peame meie siis tõesti reamaksu"	"huvides"	"„ Loomingus “ bürokraatlise valitsuse meelehääks kirjandusl. orjameelsust kultiveerima ? On’s meie ideoloogia ainult honoraarile rajat , või ei ole meil üldse ideoloogiat , mis meie valitsevate ringkondade omast eralduks ? Ma kardan , et on õigus Seevaldi hooldajal , et kirjanikkonnal pole keskpärasusest üleultavaid ideid , pole oma ilmatunnet , usku , pole kindlat vahekorda ümbrusega . Idée fixe on muidugi , et meie reaktsiooni süvendanud oleme . Et meie „ Loomingus “ aga tahes ehk tahtmata ainult kirjandusl. reaktsiooni ja langust kultiveeri võime – on päevselge . Ergo : ei või leppi ainult “ Loominguga "" ; tarvis moodustada rühm rippumatuid , iseseisvaid kirjanikke , kes aastas mõne kirjastuse kaudu vähemalt paar koguteost välja annaks , mahutades sinna väärilisemaid töid – puhtilukirjanduslikke + poleemika &amp;amp;amp ; kirjanduspoliitika osa . Sarnasel kaootilisel ja tõusiklasel ajajärgul on kirjanduspoliitika hädatarvilik : tarvis maksma panna omad vaated , – ideoloogiagi vaja püstitada , mis ei tarvitseks olla kokkukõlas meie valitsuse purukodanlise ideoloogiaga . Looming tarvis rajada mitte ainult stiililisvormilisele ja esteetilispsükoloogilisele alusele , vaid ka ideeline baas peab olema . Kui revolutsiooniline ilmavaade nõvvab erakonnaga piirdumist , siis on selle vastu revolutsiooniline ilmatunne vaba – piiritu , see annab veel küllalt eneseavalduse võimalusi ja peletab eemale pessimismi , millesse „ Tarapita “ sulgumisest saadik mehed vajunud . Ma ei taha siin tõendada , et tarvis taas „ Tarapita “ tendentskirjandus välja tuvva . „ Tarapita “ töö on tehtud . „ Tarapita “ võib minna &amp;amp;amp ; puhata . On aga lääge ja tüütav , kui R. R–tid ikka 170-at korda korrutavad : „ armastus on tugevam kui surm “ ja sarnaselle aluselle omi novelle ehitavad ( v. Pvl lisa ) ; tahaks siis loomingut pigemini viia absurdini – ad absurdum ja midagi ebaloogilist – futuristlist lahti lasta . Ütelus : „ любовь сильнее смерти “ on meie kirjanduslise ideoloogia kvintessents , – on Igorist ( enne kinost ) Visnapile ja nüüd Rohtile pärandet jne. jne. – käib ringi ja ei kulu . Aeg oleks juba ka seda väikekodanlist armastust kastreerima hakata ja sõda kuulutada iganenud naiivsustelle ja tundmustelle . Kui meis ei ole energiat ajast üle astuda , vähemalt ajaga ühes sammuda , siis astub aeg meist üle . Olen kindel , et lähemate aastate kestes tekivad värsked talendid , keda juba nüüd tarvis otsi &amp;amp;amp ; leida : see on meie kohus , kui meie ei taha sarnleda meie vanemale kirjandusl. generatsioonile – papa Jürgensteinile &amp;amp;amp ; K°le . Praegune domineeriv kirjanikkond upub inertsusse ja pessimismi , alistub ajale , toetades seda vametlikku vaimlist vaesust ja tühjust , mis valitsevis ringkondes maad võtnud . Kirjand. tulisusega peame rabelema , et lendu tõusta kindlas suunas , kaasa kutsudes &amp;amp;amp ; kiskudes noori , kes selleks lootusi annavad . Veel on aeg , kus tsensori karauuli putka suu manu pant ei ole ja punane pliiats oma musta tööd ei tee . Tarvis luvva staab ( ütleme : Sina , Alle , Paaž , tingimata ilma Tuklata ) ja asuda vaimlise rügemendi – iseseisvate kirjanikkude rühma kogumisele . Et aja kestes noori revolutsioonilisi mehi leiame , on kindel ja värskendust on just tarvis . Võiksime alguses isegi üleskutse avaldada ( artikli näol ! ) ja väärilisi kaasvõitlejaid otsi . Sarnases hädaldamises : et produktsioon on kehv , ei ole kaastööd , mis tarvilise tasapinna annaks , suigutame endid ja matame elusalt maha . Mina aga usun kõikide teiste ja ka oma loomingulisse jõusse , – tarvis ainult tahta ! Tarvis leida kaasakiskuv , vaimustav idee , tarvis õhutada iseennast ja noori , tarvis Suur Aeg , milles elame , lahti lüüa , ehk vähemalt vaja ennast ajas maksma panna ."	"Semper"	"Barbarus"	"1923"
"Semperi ja Barbaruse kirjavahetus"	"232861"	"Sõidan siia , pää täis kavatsusi , aktsioonile õhutusi ja ergutusi . Mõtlen : Tarapita puhastada , või veel õigem , lõpetada , et alata uut , mis pääasi , laiemat . Sest mistarvis kirjanikkude yhing ? Kui kirjanikkest väikene arv ainult asjast"	"huvitet"	", kui kirjanikkudega ka puhtkutsehuvid asja sekka tõmmatakse , mis idealistlikku lendu masendaksid ( kõik toetused , toetusseadused , pajukid jne – mis yhist neil aktiivse vaimse poliitikaga ? ) . Yhe sõnaga – tulin plaaniga kokku õhutada intelligentsemaid vaimlisi revolutsionääre valvel seisma ja jätkama Tarapita tööd . Igas linnas võiks olla oma osakond . Yhendet võiksid olla sajad sydikamad mehed , kelle koostegevus ja energia isegi ainelisest kitsikusest ajakirja yle aitaks ."	"Barbarus"	"Semper"	"1923"
"Semperi ja Barbaruse kirjavahetus"	"233236"	"Ma ei ole pessimistiks jäänud . Ei ! Ainult mõned järeldused – vana materjaliga pole midagi pääle hakata , vanu tähti uutesse konstellatsioonidesse yhendada – mõttetu , uusi tähti pole . ( Kirjutad , tarvis uued geeniused yles otsida , et pole tarvis jätkata Jürgensteini noorte eitamismetoodi , aga nähtavasti ei tea Sa , et meil juba ammu uute geeniuste ylesleidmise observatoorium funktsioneerib : pole ainustki noort , kellele Tuglas ammu juba oma häätahtlikku õnnistust poleks annud või edaspidi anna ) . Veel järeldusi : kui ise aktiivselt asju ajamas pole , pole tagajärgi loota . Sa ytled , loogem uus staab : Paaž , Alle , mina . Esiteks , kus on maleva ? Teiseks , mis teeks see staab ? Paaž sõidab Pariisi , Alle kõnnib kohvikust Rötlingi juure ja säält tagasi , ja mina rändan jälle Berliini . Kolmandaks : ideoloogia . Oluliselt võttes ei saa ma Paažilt iial miskit ideoloogiat kujutella , ta on oppositsioonis , tõsi , kuid oppositsioon ei tarvitse igakord ideoloogiast tulla ja ma ei eksi vist , kui Paažis kyll oppositsioonlikkust näen , mitte aga ilmavaateliselt põhjendet radikalismi ; Alles oleks ideoloogilist"	"veendumust"	"enam , kuid – ta on hukka minemas , tõepoolest , temast saab , kui miski või keegi teda ei päästa , harilik ajasurnukslööja ikka harvemaks jäävate protestileegitsustega ."	"Barbarus"	"Semper"	"1923"
"Semperi ja Barbaruse kirjavahetus"	"233528"	"Armas Asm ! Arvasin siiski , et paariks päevaks Pärnu tuled : nägime sõituennustavat und . Nüüd aga näen reaalselt , et töhe süvenenud oled ja siia vist ei sõida . Kahju ! Rõõmustada võib siis vastukaaluks , et Sa Tartu virisejate ja logelejate seast pääsesid terve vaimuga ; see linn peaks Jokohama"	"saatuse"	"osaliseks saama . Oi , suuri raputusi oleks meil tarvis – vaimuvärisemist ja tulepurtskamist kustund kraateritest ."	"Semper"	"Barbarus"	"1923"
"Semperi ja Barbaruse kirjavahetus"	"234443"	"Loodetavasti saame Tallinnas kokku , sest meie jääme sinna mõneks hääks päevaks : pole ammu enam Eesti teaatreid ja kunstinäitusi näinud , nyyd"	"huvitav"	"pärast Saksamaa muljeid vaadata , kuidas siin need asjad seisavad . Võib olla satume koos sõitmagi : laupäeva õhtuse rongiga , mis pyhapäeva hommikuks Tallinna viib ."	"Barbarus"	"Semper"	"1923"
"Semperi ja Barbaruse kirjavahetus"	"235095"	"Armas Asm ! Kolame siin ümber päevad läbi , aga teaatrite suhtes ei ole senni veel midagi"	"huvitavat"	"leidnud : äärmuseni vähenõudlik ja naiiv publikum . Kontserdid on huvitavad . Saime siin pr. &amp;amp;amp ; h-ra Martinsonidega kokku , kuulasime koos ühe kontserdi . Pikemalt Berliinis , kui siit tagasi sõidame ( vist novembri lõpul ! ) . Lõunasse ei sõida : vihmane . Terv. Barb . + S."	"Semper"	"Barbarus"	"1923"
"Semperi ja Barbaruse kirjavahetus"	"235106"	"Armas Asm ! Kolame siin ümber päevad läbi , aga teaatrite suhtes ei ole senni veel midagi huvitavat leidnud : äärmuseni vähenõudlik ja naiiv publikum . Kontserdid on"	"huvitavad"	". Saime siin pr. &amp;amp;amp ; h-ra Martinsonidega kokku , kuulasime koos ühe kontserdi . Pikemalt Berliinis , kui siit tagasi sõidame ( vist novembri lõpul ! ) . Lõunasse ei sõida : vihmane . Terv. Barb . + S."	"Semper"	"Barbarus"	"1923"
"Semperi ja Barbaruse kirjavahetus"	"235639"	"Armas Asm ! Kas ei mõtle põgeneda , kas ei raatsi lahkuda tühjaks jäävast linnast ? Kuidas sääl veel taudid lahti pääsenud pole ? Sõida Pariisi , ehk tule kodumaale , kus ehk hulgakesi miskisuguse kirjandusl. modus vivendi leiaksime . Või on “ Loomingust "" küllalt ? “ Tarapitast "" ei saa muidugi enam elulooma , – ei ole nähtavasti"	"huvi"	"ei Tallinnas , ei Tartus . Soovime häid pühi seaihu ja Mampe man , ning ütleme Gailitlikult – hääd uutaastat ! Kas noorh–ra sõitis juba Pariisi ja kas hinnakirja leidis ?"	"Semper"	"Barbarus"	"1923"
"Semperi ja Barbaruse kirjavahetus"	"235903"	"Tarapita"	"laipa"	"on vist raske elektrifitseerida . Tundub nii ."	"Barbarus"	"Semper"	"1924"
