"corpus"	"match_position"	"left context"	"match"	"right_context"	"text_recipient"	"text_sender"	"text_year"
"Semperi ja Barbaruse kirjavahetus"	"23308"	"Vahepääl on minu isiklikus eluski üks verstapost mööda vilksatand , mida muidu ehk märganud poleks , kui Sinu + Sangade &amp;amp;amp ; Kangro telegrammid seda fikseerind poleks . Võta vastu ja anna edasi ka mainitud vallatuile mu hilinenud aitäh ! Öeldakse küll , et aeg on ruumi hing , ent on parem , kui tähtpäevi ei tähista , sest O. Wilde räägib üsna"	"veenvalt"	"vananeva keha ja nooreneva vaimu tragöödiast . Erilist lõbu see ei paku , ehk nagu Adsongi lausus , et parem oleks omal kõrvalt vaadata , kui su isikut juubelilauda kutsutakse ja asetakse . Aga ametlikul isikul ka ametlikud juubeldajad ! Imelikul viisil kingiti hõbedasi küünlajalgu , teise sõnaga Goethe surmasõnadele vastavalt : „ rohkem valgust ! “ . Kuigi ma tean , et mina ametlik isik ei ole , loodan järgmisest verstapostist mööda lipsata tähelepanemata , sest see ei figureeri õnneks üheski ajalehes , ja päälegi on sel päeval tähtsam juubilar – keegi ärimees Johannes Kuulmatu . Siinsed naljahambad on pärinud , kas see mu uus varjunimi on ? Kui vähegi nii palju teeni jõuan , siis tahan omale järgmise aasta alul väikse puhkuse lubada , et kedagi mitte häirida tolle meil moeks saanud rumala kombega – poolsajandi puhul inimest juba matma hakata . Prantslased algavad alles 60-ga ja 70-ga . Ma ei põgene küll inimeste eest , vaid tahan kõiki vabastada viisakuskohustusist ja tehtud sõnade paraadist , kuigi ma kindel olen , et „ juhuluulet “ sel puhul palju ei oleks . Las Visnapuu juubeldab ka minu eest , sest temal on umbes kümnepäevane eesõigus ja esimessündimise püha traditsioon . Kuhu mina’ks kõlban sakste lauda ja loorberite keskele ? ! Luulevürst ja poeetide kuningas olgu kiidetud ja teenetele vastavalt ülistet ! Tahaksin küll oma siirate sõpradega kusagil lõunarannikul „ mumm“iga aega viita ja umbes mampepäevade üleva meeleoluni jõuda , kus daamid juba raidkujusidki häbenesid ja omi toiminguid kunstisilma eest varjasid . Ütle siis , et kunst ei õilista inimsüdameid ja tõsta esteetilist tunnetust !"	"Semper"	"Barbarus"	"1939"
"Semperi ja Barbaruse kirjavahetus"	"23534"	"Vahepääl on minu isiklikus eluski üks verstapost mööda vilksatand , mida muidu ehk märganud poleks , kui Sinu + Sangade &amp;amp;amp ; Kangro telegrammid seda fikseerind poleks . Võta vastu ja anna edasi ka mainitud vallatuile mu hilinenud aitäh ! Öeldakse küll , et aeg on ruumi hing , ent on parem , kui tähtpäevi ei tähista , sest O. Wilde räägib üsna veenvalt vananeva keha ja nooreneva vaimu tragöödiast . Erilist lõbu see ei paku , ehk nagu Adsongi lausus , et parem oleks omal kõrvalt vaadata , kui su isikut juubelilauda kutsutakse ja asetakse . Aga ametlikul isikul ka ametlikud juubeldajad ! Imelikul viisil kingiti hõbedasi küünlajalgu , teise sõnaga Goethe surmasõnadele vastavalt : „ rohkem valgust ! “ . Kuigi ma tean , et mina ametlik isik ei ole , loodan järgmisest verstapostist mööda lipsata tähelepanemata , sest see ei figureeri õnneks üheski ajalehes , ja päälegi on sel päeval tähtsam juubilar – keegi ärimees Johannes Kuulmatu . Siinsed naljahambad on pärinud , kas see mu uus varjunimi on ? Kui vähegi nii palju teeni jõuan , siis tahan omale järgmise aasta alul väikse puhkuse lubada , et kedagi mitte häirida tolle meil moeks saanud rumala kombega – poolsajandi puhul inimest juba matma hakata . Prantslased algavad alles 60-ga ja 70-ga . Ma ei põgene küll inimeste eest , vaid tahan kõiki vabastada viisakuskohustusist ja tehtud sõnade paraadist , kuigi ma kindel olen , et „ juhuluulet “ sel puhul palju ei oleks . Las Visnapuu juubeldab ka minu eest , sest temal on umbes kümnepäevane eesõigus ja esimessündimise püha traditsioon . Kuhu mina’ks kõlban sakste lauda ja loorberite keskele ? ! Luulevürst ja poeetide kuningas olgu kiidetud ja teenetele vastavalt ülistet ! Tahaksin küll oma"	"siirate"	"sõpradega kusagil lõunarannikul „ mumm“iga aega viita ja umbes mampepäevade üleva meeleoluni jõuda , kus daamid juba raidkujusidki häbenesid ja omi toiminguid kunstisilma eest varjasid . Ütle siis , et kunst ei õilista inimsüdameid ja tõsta esteetilist tunnetust !"	"Semper"	"Barbarus"	"1939"
"Semperi ja Barbaruse kirjavahetus"	"23895"	"Ja nüüd , mis veel kõik vahepääl on sündind /muidugi mitte daamidega!/ , ma mõtlen Hispaanias , Hiinas , kogu Euroopas , sellest ei maksa rääkida , sest see võib jälle vihahoogusi äratada , milliseid pärssida katsun . See vana Chamberlain-„j’aime Berlin “ on vana pehkind ajuga hüpiknukk , naiivsem riigimees , keda maailm kunagi on näinud . Päh ! Prantslane ütleks : merde ! Kui seda suurriiki poleks tarvis vastukaaluks Saksamaale , siis ajaksin tiritammi ja laseksin kukerpalli kõigi selle paraplüükandja lolluste puhul . Mulle meeldib säälsete töötute huumor kurikuulsa sargaga ja vihmavarjudemonstratsiooniga . Veidi nalja liig kurval ajal kosutab , kuigi sarnane soov on egoistlik . Ent kus sa kõigiga kaasa nutta jõuad ? Hispaania kannatused on hullemad „ Légende ďUlenspiegel“i omist . Lamme Goedzak’i meeleolu ei saa aga põhjamaine tüüp luua . Päälegi sain vaevu oma näruse südame tegevuse enam vähem korda , kui Siuts haigestus , ja praegugi veel vormis pole . Säärane goyalik ilmastu paneb tugeva inimesegi pikali . Ent mina kui vana sõdur ei hooli palju oma tervisest , ja seni on nii parem olnud , et : ära iial ilmal valu kaeba , nagu üks lööklaul õpetab . Ja teiseks : arst aita iseennast ! Seni olen ilma kolleegide abita läbi saanud , kui mitte arvestada prof. E. Saareste samaariamehe tööd mu ninakoopa kallal . See oli paha lugu mulle , kui ka vaevarikas jant meie Ernstile . Olgu ta tervitet ! Tuli tal ju veel jannata Siutsiga , sest Pärnu kliima on just kui loodud kõiksugu koobaste põletikeks . Juba mitmendat päeva elame kui kalad vees /mitte kuival!/ . Sarnane pesukoja aur ja udu , nagu omal ajal Belgia surmaudu . Küllap vist kunagi muutume sama tobedaiks , nagu Chamberlain Londoni udus , sest muidu peaks ta ikka vähegi ette nägema , s.t. Prantsusmaa suunas . Kardan , et on hilja , kui see mühakas aru saab , et ta vana kultuurimaa on"	"reetnud"	", nagu ta reetis Tšehhoslovakkia . Näib , et on põhjustet E. Ludvigi nõudmine uue Sainte Alliance’i järele , nagu ta seda ühes brošüüris teeb . Sääl oli üsna huvitavaid väiteid . Kahjuks viis pr. Varma selle Kaunasesse , ega pole veel tagasi saatnud . Lugesin ka tolle keigari J. Romains’i sabaliputusi karjäärimeeste ees , ja arvan , et ta küps on P.-K. presidendi toolilt lendamiseks . Milline vastuoksuste ohver ! Või on teised ohvrid ?"	"Semper"	"Barbarus"	"1939"
"Semperi ja Barbaruse kirjavahetus"	"23899"	"Ja nüüd , mis veel kõik vahepääl on sündind /muidugi mitte daamidega!/ , ma mõtlen Hispaanias , Hiinas , kogu Euroopas , sellest ei maksa rääkida , sest see võib jälle vihahoogusi äratada , milliseid pärssida katsun . See vana Chamberlain-„j’aime Berlin “ on vana pehkind ajuga hüpiknukk , naiivsem riigimees , keda maailm kunagi on näinud . Päh ! Prantslane ütleks : merde ! Kui seda suurriiki poleks tarvis vastukaaluks Saksamaale , siis ajaksin tiritammi ja laseksin kukerpalli kõigi selle paraplüükandja lolluste puhul . Mulle meeldib säälsete töötute huumor kurikuulsa sargaga ja vihmavarjudemonstratsiooniga . Veidi nalja liig kurval ajal kosutab , kuigi sarnane soov on egoistlik . Ent kus sa kõigiga kaasa nutta jõuad ? Hispaania kannatused on hullemad „ Légende ďUlenspiegel“i omist . Lamme Goedzak’i meeleolu ei saa aga põhjamaine tüüp luua . Päälegi sain vaevu oma näruse südame tegevuse enam vähem korda , kui Siuts haigestus , ja praegugi veel vormis pole . Säärane goyalik ilmastu paneb tugeva inimesegi pikali . Ent mina kui vana sõdur ei hooli palju oma tervisest , ja seni on nii parem olnud , et : ära iial ilmal valu kaeba , nagu üks lööklaul õpetab . Ja teiseks : arst aita iseennast ! Seni olen ilma kolleegide abita läbi saanud , kui mitte arvestada prof. E. Saareste samaariamehe tööd mu ninakoopa kallal . See oli paha lugu mulle , kui ka vaevarikas jant meie Ernstile . Olgu ta tervitet ! Tuli tal ju veel jannata Siutsiga , sest Pärnu kliima on just kui loodud kõiksugu koobaste põletikeks . Juba mitmendat päeva elame kui kalad vees /mitte kuival!/ . Sarnane pesukoja aur ja udu , nagu omal ajal Belgia surmaudu . Küllap vist kunagi muutume sama tobedaiks , nagu Chamberlain Londoni udus , sest muidu peaks ta ikka vähegi ette nägema , s.t. Prantsusmaa suunas . Kardan , et on hilja , kui see mühakas aru saab , et ta vana kultuurimaa on reetnud , nagu ta"	"reetis"	"Tšehhoslovakkia . Näib , et on põhjustet E. Ludvigi nõudmine uue Sainte Alliance’i järele , nagu ta seda ühes brošüüris teeb . Sääl oli üsna huvitavaid väiteid . Kahjuks viis pr. Varma selle Kaunasesse , ega pole veel tagasi saatnud . Lugesin ka tolle keigari J. Romains’i sabaliputusi karjäärimeeste ees , ja arvan , et ta küps on P.-K. presidendi toolilt lendamiseks . Milline vastuoksuste ohver ! Või on teised ohvrid ?"	"Semper"	"Barbarus"	"1939"
"Semperi ja Barbaruse kirjavahetus"	"23925"	"Ja nüüd , mis veel kõik vahepääl on sündind /muidugi mitte daamidega!/ , ma mõtlen Hispaanias , Hiinas , kogu Euroopas , sellest ei maksa rääkida , sest see võib jälle vihahoogusi äratada , milliseid pärssida katsun . See vana Chamberlain-„j’aime Berlin “ on vana pehkind ajuga hüpiknukk , naiivsem riigimees , keda maailm kunagi on näinud . Päh ! Prantslane ütleks : merde ! Kui seda suurriiki poleks tarvis vastukaaluks Saksamaale , siis ajaksin tiritammi ja laseksin kukerpalli kõigi selle paraplüükandja lolluste puhul . Mulle meeldib säälsete töötute huumor kurikuulsa sargaga ja vihmavarjudemonstratsiooniga . Veidi nalja liig kurval ajal kosutab , kuigi sarnane soov on egoistlik . Ent kus sa kõigiga kaasa nutta jõuad ? Hispaania kannatused on hullemad „ Légende ďUlenspiegel“i omist . Lamme Goedzak’i meeleolu ei saa aga põhjamaine tüüp luua . Päälegi sain vaevu oma näruse südame tegevuse enam vähem korda , kui Siuts haigestus , ja praegugi veel vormis pole . Säärane goyalik ilmastu paneb tugeva inimesegi pikali . Ent mina kui vana sõdur ei hooli palju oma tervisest , ja seni on nii parem olnud , et : ära iial ilmal valu kaeba , nagu üks lööklaul õpetab . Ja teiseks : arst aita iseennast ! Seni olen ilma kolleegide abita läbi saanud , kui mitte arvestada prof. E. Saareste samaariamehe tööd mu ninakoopa kallal . See oli paha lugu mulle , kui ka vaevarikas jant meie Ernstile . Olgu ta tervitet ! Tuli tal ju veel jannata Siutsiga , sest Pärnu kliima on just kui loodud kõiksugu koobaste põletikeks . Juba mitmendat päeva elame kui kalad vees /mitte kuival!/ . Sarnane pesukoja aur ja udu , nagu omal ajal Belgia surmaudu . Küllap vist kunagi muutume sama tobedaiks , nagu Chamberlain Londoni udus , sest muidu peaks ta ikka vähegi ette nägema , s.t. Prantsusmaa suunas . Kardan , et on hilja , kui see mühakas aru saab , et ta vana kultuurimaa on reetnud , nagu ta reetis Tšehhoslovakkia . Näib , et on põhjustet E. Ludvigi nõudmine uue Sainte Alliance’i järele , nagu ta seda ühes brošüüris teeb . Sääl oli üsna"	"huvitavaid"	"väiteid . Kahjuks viis pr. Varma selle Kaunasesse , ega pole veel tagasi saatnud . Lugesin ka tolle keigari J. Romains’i sabaliputusi karjäärimeeste ees , ja arvan , et ta küps on P.-K. presidendi toolilt lendamiseks . Milline vastuoksuste ohver ! Või on teised ohvrid ?"	"Semper"	"Barbarus"	"1939"
"Semperi ja Barbaruse kirjavahetus"	"24481"	"Nüüd siis läheb Euroopas kõik edasi telje tahtmist mööda . Pärast Tšehhoslovakkiat Hispaania . Samade vihmavarjude ja"	"reeturite"	"soosingul . Küll näeme siis , mis edasi tuleb . Ma kujutlen , kuidas mu sõber Portugalist ja mu kabiinikaaslane Lõuna-Ameerika matkal Fidelino de Figueiredo oma pääd kinni hoides mööda tuba käib , täis ahastust , tema , kelle ainus lootus oma elujärge jälle normaalseks muuta oli Franco langus , mis oleks enesega paratamatult toonud ka Salazari langemise . Vaene mees , peab nüüd oma igaaastast ülalpidamist käima hankimas Kalifornias oma loengutega ! Aga mis on selle kõige kõrval sadade tuhandete ohvrimeelsus ja sangarlik võitlus ning surm oma ideede eest ! Juba loen lehtedest , et hispaania rahva kasvatus usaldatakse jälle katoliku pappide kätte ... Vaene rahvas !"	"Barbarus"	"Semper"	"1939"
"Semperi ja Barbaruse kirjavahetus"	"24973"	"Aga see viimane lõik siin tulgu arstiteaduse alalt . Nimelt vaevab mind juba paar kuud imelik tõbi , mis ei taha kaduda . Selle tunnuseks pole muud kui naha sügelemine ja kihelemine , punased laigud , mis ilmuvad ja sageli väikese kubla moodustavad ( nagu nõgesetõve juures ) , jälle kaovad , et mujal uuesti tekkida . Esinemiskohad : vöö ümber , käsivarrel ( vahel ka ilma punetuseta sügelevad kublad ) , õige harva ka mujal , näit. jalatalla õrnal kooldekohal ja päka pehmel padjal ( rohkem naha all kui kublana ) . Nad on sama kiired ilmuma kui kaduma . Näiteks selle kirja kirjutamise algul tundsin randmest pisut allpool ägedat sügelemist ja konstateerisin kuus-seitse kupla , hõõrusin pisut Nivea-kreemiga ja praegusel"	"hetkel"	"on nad jäljetult kadunud . Nagu mingi sissisõja partisanid . Kirja lõpul nad võivad siirdunud olla mu jalatalla alla , et võta king jalast ! Kui esimesed sümptomid ilmusid , arvasin et olen saunast sügelised külge saanud , lõin Entsüklopeedia lahti ja leidsin säält mingi Wilkinsoni salvi . Ajasin maja jubedat haisu täis , aga tagajärgi ei mingeid . Läksin siis nahateaduse eriarsti juurde . Ta leidis , et sügelised nad pole , aga mis , seda ta ka ei teadnud . Andis siis omapoolse salvi – lactis sulf. , anthrasoli , tumenoli – paastusin ja palusin siis selle salvi ümbrikus kolm ööd ja kolm päeva kõigi inimeste haistmisorganite eest paos . Tagajärg – üks haisuga nahka pandud ülikond ja muud midagi . Hakkasin siin omapääd posima . Ah jaa , arst soovitas veel puhastada kõhtu , jõin siis nahka kortli riitsinust ( itaalia stiilis ) . Ka see ei annud mingeid tagajärgi , see täh. tagajärgi ju andis , aga mitte õigel kohal . Mu kõht on ju eluaeg sekundilise täpsusega oma ülesandeid sooritanud . Katsusin algul joodiga . Nii kui kubel ilmus , joodi pääle ! See aitas kohe , aga punetus või kubel tekkis varsti teisale . Nii pidasin joodiga tükk aega jahti . Aga paiguti hakkas ta nahka juba ärritama ja sellepärast katsusin piiritusega . See võttis sügelemise , aga siiski kõige tõhusamaks osutus Nivea-kreem , mõnus juba ka lõhna poolest . Muidu lööks kõige kupatuse pääle käega , aga see sügelemine ei lase öösel magada . Oled paar tundi puhanud , kui juba ärkad . Ja vahel jääbki uni tulemata . See roiutas algul , nüüd enam mitte , sest kreemi panen nüüd sügelevale kohale juba läbi unegi . Enne viimast võiduloosimist sügeles peopesa eriti tugevasti , arvasin , et nüüd peab ka võit tulema , aga nagu näed , annab see haigus vale diagnoosi ka muidu nii kindlate ennete puhul . On vahel ka tunde , kus arvad , noh , nüüd on ometi kõik mööda , nahk on korras ja viga pole enam kuskil . Aga nii kui oled seda mõtelnud , näksab ta sul näka otsast või seljast säält kohalt , kuhu käsi juurde ei saa . Nüüd olen vist Sulle küllalt juba sümptomeid kirjeldanud . Ah , veel , need nöksid või kublad ei arene millekski , vaid kaovad nagu nad tulnud , see täh. , neil ei ole märgata mingit tahet eksplodeerimiseks ega õitsemiseks , ja ma ei saa aru , mis tagamõte on nende sügelemisel . Ole nüüd nii hää ja tee omapoolt kaugdiagnoos . Vist närvid ? Või midagi muud ? Tahaks neist sissisalkadest kord lahti saada . Ja Sa tead , mul on usku Sinu arstimeisse , ja vahest on see kõige tähtsam ."	"Barbarus"	"Semper"	"1939"
"Semperi ja Barbaruse kirjavahetus"	"26015"	"Käisin vabaduspäeval , ühe lisapäevaga poppi tehes , ja pühapäevaga lõpetades Tallinnas , et kord jälle mõistlikku teatrit näha . Muide , sattusime jälle h–ra Annistiga koos samadele etendustele , nagu kunagi varemgi . Nägime Valget taudi , Nimesid marmortahvlil , Vaikset Doni , ja üks õhtu läks Adsoni järeljuubeli tähe all Nõmmel – nende kodus , kus ka Pauksoni ja Laikmaad kohtasime . Sai üle hulga aja üsna"	"siirast"	"juttu aetud , kus nii mõnigi asi selgus , mis nüüdset kultuurpoliitikat juhib ja suunab . Nagu tundus , ei meeldi neilegi vaimuartellid ja kirjandusekojad , ning ses asjas peaks ometi üksmeel valitsema , nii Tartu , kui Tallinna vahel . Näib vähemalt , et mainitud majas veel pole kaotatud kriitilist meelt , kuigi ehk katsutakse olla ettevaatlik ja diplomaatlik . Ent lehte lugedes hakkas mul otse hale meel , õigemini iiveldus /la nausée/ Hubeli lömitamise puhul . Vaene „ ori "" ja vaimust vaene !"	"Semper"	"Barbarus"	"1939"
"Semperi ja Barbaruse kirjavahetus"	"27166"	"Olen nüüd küll vist hiljaks jäänud , et Sinu maise häda puhul veel sõna võtta . Juhuslik ja mitmeti üllatuslik kohtamine Sinu lüürilisema poolega Tallinnas , ei möödund ilma seisukohavõtuta ka nende pisikute puhul , mis Sinu nahka pugenud , ent proua autoriteetlik arvamine kaldus sinna poole , et asi paraneb . Soovitasin igaks juhuks teha mõni calciumi süste , kas või calcinat-Lill"	"veenisisesi"	"/intravenöössüste/ . Oli meil isegi juttu sellest , et ehk me kukume Tartu poole , kus siis loomulikult mina need operatsioonid sooritanud oleksin , sest kaua’s sa ikka end paluda lased . Isegi viimases kirjas kordad , et oleks mõistlik , kui kargaksime sinna poole , päälegi kus nii palju oleks suusõnaliseks seisukohavõtuks nii mõningais küsimusis . Oligi meil kavatsus Tallinna kaudu mune koksima tulla , ent nüüd saime teate , et ka meid soovitakse külastada , ja et külastajal muud võimalust ei ole , kui pühi kasutades visiiti teha , siis otsustasime siiski koju jääda , ja meie Tartu reisi ilusama aja pääle edasi lükata , sest muidu jääb sellest linnast lõplikult halb mulje , kuna meie väisangud on ikka langenud halvale ilmastikule ja madalrõhule . Kas maipüha oma lisapühaga ei paku paremat väljavaadet , kus ühe päevaga poppi tehes , saaks paar päeva Tartus viibida ? Elame , näeme !"	"Semper"	"Barbarus"	"1939"
"Semperi ja Barbaruse kirjavahetus"	"27449"	"Prouaga saime juba veidi lobiseda , nii „ Punasel moonil “ , kui ka külas , kuhu meie kontvõõraina kaasa läksime , aga see oli siiski liig põgus kontakt . Kahju , et Tartuga meil nii halb ühendus , ja ma arvan , et tulevikus tuleb vahel kohtamisi teha ühises sõlmjaamas – Tallinnas . Sellele hääle mõttele viis juhuslik kohtamine prouaga . Teiseks kahjatsen , et Tallinna kirjanikud oma enamikult on põikpäised ja vastikult nugilised tüübid , nagu see selgus viimasel peakoosolekuigi . Avaldasin kunagi arvamist , et vaevalt meie saaksime nii kompaktselt esineda , kui tšehhi kirjanikud seda tegid hädaohu eelpäevil . Ma kujutan juba nende sakste kahepaiksust ette , kui tuleks meilgi apelleerida maailma südametunnistuse poole . Kahju , et tšehhide vabaduse kaotuse hinnaga , too vihmavarju kangelane"	"veendus"	"boamao halastamattuses , et kui üks tallekene seeditud , siis neelatakse järgmine , jne. Kord näis meie järjekord õige lähedal juba , ja palju selle kõhkleja vanahärra praegusi lubadusigi hinnata võib , seda näitab tulevik ? Eks näinud seda ette juba tšehhi kirjanike deklaratsioon : „ Que personne ne se fasse aucune illusion : après nous viendrait le tour ďautres peuples et ďautres pays “ ...."	"Semper"	"Barbarus"	"1939"
"Semperi ja Barbaruse kirjavahetus"	"27553"	"Loodame esialgu , et meid ähvardav katastroof veel just käega katsuda pole , ent Spohr’id on muidugi valmis , et neid meie riigiratsule upitada seda vastavas suunas kannustama . Kahjuks on meil oma rahva hulgas veel küllalt"	"reetureid"	", ja nende jaoks ei ole miski püha , ka meie iseseisvus mitte , vaimlisest arengust rääkimata . Need isandad istuvad loožides ja torukübarates aukohal ..."	"Semper"	"Barbarus"	"1939"
"Semperi ja Barbaruse kirjavahetus"	"28790"	"Nüüd tahan joonistada kava , kuidas meie kavatseme matka alustada : arvatavasti väljume siit , kas 18/VI/18 õhtul , või koguni 19/VI/19 hommikul – Tallinna suunas , kus siis Sinuga teisipäeval kohtaksime . Arvatavasti peatume „ Kuld-Lõvis “ , ehk kui sääl ruumi ei leidu , siis „ Bristol“is . /Palace on liig lärmikas!/ . Võin ka veel „ Kultas“ele Sinu jaoks aadressi jätta , kust selle leiad , kui alt küsid . Säält edasi näeksime juba , kuidas edasi sõita ja toimida , ja kas Teist kaasamatkajaid saab varem mainitud rajal ? Mul oleks Sinuga vaja nõu pidada ühe ettepaneku suhtes , mis juhuslikult mulle tehti noil päevil /vaata juuresolev lõigend Pärnu sabast!/ . Nimelt pöördus minu poole Pärnut külastav „ Tass“i esindaja palvega kuidagi toetada ja kaavitada nende üritust ja kavatsust – välja anda esialgu vähemalt paar valikut proosat ja luulet eesti värskemast loomingust . Minult sooviti siis : valiku suhtes algatust oma pääle võtta . Kui ma imestunult küsisin , miks nad pole sellega Tallinnas ja Tartus kellegi poole pöördunud , vastas mees , et sääl nagu ei tuntavat"	"huvi"	"sarnaste tõlgete vastu . Vähemalt jäänud temale sarnane mulje . Ma katsusin seda seletada umbusuga sarnaste ürituste vastu , sest kunagi ju käis Pilnjäk meil , kogus materjali , ja kadus ühes kõigega . Ütlesin temale , et ega Teiegi ei tea , mis on saanud Pilnjäkist ja samuti ka meie tõlgete käsikirjadest , nagu seda ei teadnud paar aastat tagasi /vist?/ ka Tihonov ja Vsevolod Ivanov . Ütlesin veel , et mina isiklikult olen ju põhimõtteliselt nõus kaavitama , aga see peab sündima ikkagi meie Kirjan . Liidu algatusel , ja et ma pean selle üle enne Sinuga , kui Pen-klubi esimehega ja liidu tegelasega läbi rääkima . Ma ei tea , kelle poole ta Tallinnas on pöördund , aga saanud väga ebamäärase mulje , nagu ei meeldikski meile , et meid tõlgitakse . Kui Sa arvad vajaliku olevat , siis kaalu seda ettepanekut Tartus , kas või laiemas ulatuses , et meie koos võiksime seda asja liigutama hakata , kui seda soovitakse , ja mitte pahaks ei panda , et mina esialgse lubaduse andsin E.K.Liidu kaudu tõlgitavate teoste nimistu koostamiseks ja soovitava valiku esitamiseks . Ma peaksin siis samal päeval oma vastuse neile edasi andma . Mul on küll piinlik n.ütelda isehakanud vahemeest mängida ja teiste ettepanekut siiski kuidagi aktsepteerida , ent ma tean , et meil kultuuratašeesid olemas ei ole , ja kui mina ka oleksin keeldund , siis oleks tal mulje jäänud , et oleme „ murjanid “ . Ma kriipsutasin ka alla , et ma võin tema soovi edasi anda Liidule , kuna ma ise alles siis kindla otsuse anda võin , kui kuulen , kuidas Liidujuhatus sellesse suhtub . Küsisin , kas neil väljavaated tõlgete asjus on küllalt kindlad ? Vastati , et mingisuguseid takistusi karta ei ole , ja et on ammu juba soovitud omada naabrikirjandusest antoloogiaid . Tahetakse isegi „ Kalevipoja "" tõlget saada ja ka kriitikat , ent need tuleks teises järjekorras , kuna luule , novellid ja jutustiste valik peaks ilmuma kiiremas korras . Aruta need küsimused läbi , ja anname siis vastus ka või koos ära , kui sellega päri ollakse . Et minule see ettepanek tehti , siis tunnen end kohustet olevat ka mingisugust vastust andma , olgu see siis jaatav , või eitav . Üldist asja ei võinud ma siin suuremas ulatuses otsustada . Loodan , et Sinuga Tallinnas kohates /nii siis 20/VI-al/20 , kui võimalik , siis juba hommikul!/ kõigest pikemini pajatan . Ehk viskad paar sõna , kus Sa Tallinnas ložeerid , jne , jne."	"Semper"	"Barbarus"	"1939"
"Semperi ja Barbaruse kirjavahetus"	"30681"	"Olen noil põuapäevil kaalunud , kas ei saaks siit Pärnu merd ja vett kuidagi sisemaale – Pukani juhtida , et ka teised võiksid osa saada supelusmõnudest . Olen viimase paari nädala jooksul tõesti järjekindlalt ujunud , kui mitte lõuna paiku , siis õhtul , sest töö on hooaja lõpul rahulikum . Muide on ikka minu töötempo vaibudes vesi külm olnud , ent eile õhtul näitas meesonnide kraadiklaas 26°C . Eks ole ilmastikki üllatav , nagu maailma sõja eel ? ! Eile oli küll Marsi värving vähem punane , kuu polnud nii"	"mõrvatsev"	"ja giljotiiniline nagu kunagi O. Wilde’i „ Salome “ lavastuses , ja täna on lehed veel optimistlikud rahu suhtes . Ent kauaks ? Kord tuleb ometi valmistet relvad tööle rakendada . Eks siis ilmu sabaga-tähtki ja muud pahaendelised asjad . Moskva üllatuse järele on kindel , et poliitiline romantika on kadunud , ja asemele astub realism , isegi jõhker omakasu püüdev naturalism . Briand’i-Stresemanni ajastu on surnud ja Trotski unistus &amp;amp;amp ; romantika maailmarevolutsioonist tuleb samuti maha matta , vähemalt sel ( ausal ! ) kujul . Võib olla näeb Stalin „ kaugel kodu kasvavat “ , ja loodab lääneriikide kaosest ( pääle kurnava sõja ) kord profiiti lüüa ?"	"Semper"	"Barbarus"	"1939"
"Semperi ja Barbaruse kirjavahetus"	"31191"	"Tahtsin Sulle enne Stokholmi sõitu veel hääd reisi soovida ! Suvel mõtlesin , et saan siin – Pärnust lahkuvale laevale ninarätti lehvitada , aga nüüd sõitis „ Estonia “ siit 21 augustil viimast korda , nii et sõidate kõige Pen-perega siis pealinnast . Veel kord siis : hääd ja tulemusrikkast reisi kõigile ! Kaitse siis vaimse loomingu eksponeerimist ja selle vajadust ka minu volitusel &amp;amp;amp ; kaashääletamisel ( vaimus muidugi ! ) ! Kui see Sulle väga tülikas ei ole , siis nimeta laekurile , et ta minu kaastöö honoraari enne Sinu ärasõitu ära saadaks , sest ka meie tahame siit 3/IX/3 hommikuse rongiga Tallinna ja säält lõunase rongiga Narva sõita , et paar nädalt hinge tõmmata , milleks raha reservid mobiliseeri tulevad ( kuna olen pidanud mitmel korral laenu andma ja teistele kitsikuses abiks olema ) . Nii on suvise töö tulemuse suled kõik nopitud , et üsna raske on lendu tõusta , kuna meil reisida on üsna kallis lõbu , nagu Sa isegi"	"veendusid"	": alla 300 kr. ära mine kodunt väljagi , ja just täna pidin ( ootamatult ) jälle kena summakese reisirahast välja andma . Minagi oskan välismail odavamini reisida , kui kodumaal , ja ostukiusatus on kõikjal võrdne ."	"Semper"	"Barbarus"	"1939"
